participant_id,executionOrder,originalTrialNumber,loaderType,simulatedLoadingTime,simulatedLoadingTime_sec,rageClicks,mouseDistance,taskDuration,taskDuration_sec,totalLoadingTime,pureTaskDuration,perceivedLoadingTime,discomfort,reliability,perceivedLoadingTime_z,discomfort_z,reliability_z,rageClicks_z,mouseDistance_z,taskDuration_sec_z
participant_14,9.0,1.0,bar-color,5000,5.0,0,6578.604267530633,27894.29999995232,27.89429999995232,10000.0,17894.299999952316,52.0,3.0,4.0,0.4799016966299133,0.23218172991760672,0.5778633929723662,0.0,0.5324228734700516,1.7190561364951027
participant_14,10.0,3.0,none,1000,1.0,0,4853.133025565548,16127.200000047684,16.127200000047683,2000.0,14127.200000047684,3.0,1.0,4.0,-1.5193648856866084,-1.393090379505641,0.5778633929723662,0.0,-0.45781266626842376,-0.3471318897548345
participant_14,11.0,11.0,bar,1000,1.0,0,7282.960101800923,17263.39999985695,17.263399999856947,2000.0,15263.399999856949,3.0,1.0,5.0,-1.5193648856866084,-1.393090379505641,1.5113350277738808,0.0,0.9366476224854279,-0.14762624817363706
participant_14,12.0,5.0,none,2500,2.5,0,6152.528114176716,21023.29999995232,21.02329999995232,5000.0,16023.299999952316,55.0,4.0,2.0,0.6023057730982717,1.0448177846292306,-1.289079876630663,0.0,0.2879008325198923,0.5125755313775828
participant_14,13.0,21.0,skeleton,2500,2.5,0,4570.580450840529,16911.299999952316,16.911299999952316,5000.0,11911.299999952316,50.0,4.0,3.0,0.39829897898434097,1.0448177846292306,-0.3556082418291484,0.0,-0.6199675573685951,-0.20945157504699144
participant_14,14.0,9.0,none,5000,5.0,0,9387.024723928682,31871.60000014305,31.87160000014305,20000.0,11871.600000143051,75.0,5.0,1.0,1.418332949553995,1.8574538393408544,-2.2225515114321777,0.0,2.14415518103764,2.417431236329774
participant_14,15.0,6.0,skeleton-color,5000,5.0,0,5856.097666027038,26031.400000095367,26.031400000095367,10000.0,16031.400000095367,77.0,4.0,2.0,1.4999356671995672,1.0448177846292306,-1.289079876630663,0.0,0.11778152964231076,1.3919490605089515
participant_14,16.0,8.0,bar-color,1000,1.0,0,3850.1436676181024,10046.600000143051,10.046600000143052,2000.0,8046.600000143051,31.0,2.0,4.0,-0.37692683864859605,-0.5804543247940172,0.5778633929723662,0.0,-1.0334210473666317,-1.4148259615584342
participant_14,17.0,10.0,bar,2500,2.5,0,6365.223352909712,19791.79999995232,19.79179999995232,5000.0,14791.799999952316,53.0,2.0,3.0,0.5207030554526995,-0.5804543247940172,-0.3556082418291484,0.0,0.4099651007639143,0.29633613897440614
participant_14,18.0,12.0,skeleton,5000,5.0,0,3570.006998395538,20088.39999985695,20.08839999985695,10000.0,10088.399999856949,56.0,4.0,3.0,0.6431071319210578,1.0448177846292306,-0.3556082418291484,0.0,-1.1941894676691462,0.34841620699402387
participant_14,19.0,15.0,spinner,5000,5.0,0,7674.387591819853,28679.09999990464,28.67909999990464,15000.0,13679.099999904633,71.0,4.0,2.0,1.2551275142628502,1.0448177846292306,-1.289079876630663,0.0,1.1612850446692597,1.856859364386051
